Age,Employment,RemoteWork,EdLevel,LearnCodeCoursesCert,YearsCodePro,DevType,OrgSize,Country,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,ToolsTechHaveWorkedWith,NEWCollabToolsHaveWorkedWith,AISelect,ICorPM,Industry,ConvertedCompYearly,learnedCodeViaBooksPhysicalmedia,learnedCodeViaCodingBootcamp,learnedCodeViaFriendorfamilymember,learnedCodeViaHackathonsvirtualorinperson,learnedCodeViaOnlineCoursesorCertification,learnedCodeViaOnthejobtraining,learnedCodeViaOtheronlineresourcesegvideosblogsforum,learnedCodeViaSchoolieUniversityCollegeetc,languageUsedCfamily,languageUsedHTMLCSS,languageUsedJavafamily,languageUsedJulia,languageUsedMATLAB,languageUsedPython,languageUsedR,languageUsedRuby,languageUsedSQL,languageUsedSwift,languageUsedVBA
35-44 years old,"Employed, full-time",Remote,"Associate degree (A.A., A.S., etc.)",0,20,Product manager,"10,000 or more employees",United States of America,1,1,0,0,1,1,People manager,"Information Services, IT, Software Development, or other Technology",500000.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,5,Hardware Engineer,"10,000 or more employees",United States of America,1,0,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",115000.0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,2,"Developer, front-end",100 to 499 employees,United States of America,1,0,1,1,1,1,Individual contributor,Higher Education,110000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,7,"Developer, full-stack",10 to 19 employees,United States of America,1,1,1,1,1,1,Individual contributor,Healthcare,150000.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,6,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,1,People manager,Financial Services,136000.0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,20,"Developer, full-stack",500 to 999 employees,United States of America,1,1,1,1,1,1,Individual contributor,Higher Education,105000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,18,"Developer, full-stack","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,People manager,Healthcare,180000.0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0
18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,3,"Developer, desktop or enterprise applications","10,000 or more employees",United States of America,1,0,0,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",118750.0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,27,"Developer, back-end",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",210000.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,0,6,Engineering manager,"10,000 or more employees",United States of America,1,1,1,1,1,0,People manager,Financial Services,172000.0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,19,Engineering manager,20 to 99 employees,United States of America,1,1,1,1,1,0,People manager,"Information Services, IT, Software Development, or other Technology",200000.0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,10,"Developer, embedded applications or devices","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Healthcare,160000.0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,6,"Developer, full-stack","5,000 to 9,999 employees",United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",365000.0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,13,"Developer, front-end",500 to 999 employees,United States of America,1,1,1,1,1,1,Individual contributor,Healthcare,142000.0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,6,"Developer, embedded applications or devices",10 to 19 employees,United States of America,1,1,1,1,1,1,Individual contributor,Healthcare,120000.0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,17,"Developer, front-end",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,Retail and Consumer Services,182700.0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
35-44 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,8,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Healthcare,85000.0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,20,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Retail and Consumer Services,147000.0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,10,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",360000.0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,10,"Engineer, data","10,000 or more employees",United States of America,1,1,0,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",370000.0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,1,10,"Developer, front-end",20 to 99 employees,United States of America,1,1,1,1,1,1,People manager,"Information Services, IT, Software Development, or other Technology",165000.0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0
45-54 years old,"Employed, full-time",Remote,"Associate degree (A.A., A.S., etc.)",0,33,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,0,0,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",250000.0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,9,Engineering manager,20 to 99 employees,United States of America,1,1,1,1,1,0,People manager,Advertising Services,240000.0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
55-64 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,0,38,"Developer, full-stack","10,000 or more employees",United States of America,1,0,1,0,1,0,Individual contributor,Insurance,160000.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
65 years or older,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,43,"Developer, back-end",20 to 99 employees,United States of America,1,0,0,1,1,0,Individual contributor,Healthcare,142000.0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,3,"Developer, full-stack","10,000 or more employees",United States of America,1,0,1,1,1,0,Individual contributor,Higher Education,87000.0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,8,"Developer, full-stack",500 to 999 employees,United States of America,1,0,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",150000.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
55-64 years old,"Employed, full-time",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,24,"Developer, back-end",100 to 499 employees,United States of America,1,0,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",130000.0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,23,"Developer, full-stack",2 to 9 employees,United States of America,1,1,1,1,1,0,People manager,Insurance,119000.0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,10,"Developer, embedded applications or devices","10,000 or more employees",United States of America,0,0,0,1,1,1,People manager,"Manufacturing, Transportation, or Supply Chain",380000.0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
55-64 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,24,"Developer, mobile","1,000 to 4,999 employees",United States of America,0,0,0,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",175000.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,0,9,"Engineer, site reliability",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",167000.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
18-24 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,3,Blockchain,100 to 499 employees,United States of America,0,0,0,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",133000.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
55-64 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,32,"Developer, back-end","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,People manager,"Manufacturing, Transportation, or Supply Chain",600000.0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
45-54 years old,"Independent contractor, freelancer, or self-employed",Remote,Some college/university study without earning a degree,0,30,"Developer, full-stack",2 to 9 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",84000.0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0
25-34 years old,"Employed, full-time",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,2,"Developer, game or graphics",100 to 499 employees,United States of America,0,1,0,1,1,0,Individual contributor,Healthcare,110000.0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,25,Engineering manager,"1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,People manager,Retail and Consumer Services,250000.0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,6,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,1,0,1,1,1,0,Individual contributor,Legal Services,80000.0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,14,"Developer, full-stack",10 to 19 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",120000.0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,18,Cloud infrastructure engineer,"1,000 to 4,999 employees",United States of America,1,1,1,1,1,1,Individual contributor,Healthcare,180000.0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
18-24 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,6,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Healthcare,62500.0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,4,"Developer, front-end","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Retail and Consumer Services,135000.0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,11,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,1,People manager,"Information Services, IT, Software Development, or other Technology",170000.0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0
18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,4,"Developer, back-end","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",129000.0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,27,"Engineer, data","1,000 to 4,999 employees",United States of America,1,1,0,1,1,0,Individual contributor,Financial Services,157000.0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,17,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",165000.0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,4,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",90000.0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,0,12,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",160000.0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,18,Engineering manager,20 to 99 employees,United States of America,1,1,0,1,1,0,People manager,Healthcare,195000.0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,3,"Developer, back-end","1,000 to 4,999 employees",United States of America,1,1,0,1,1,0,Individual contributor,Financial Services,93000.0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,5,"Developer, full-stack",10 to 19 employees,United States of America,1,1,1,1,1,0,Individual contributor,Healthcare,100000.0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0
55-64 years old,"Employed, part-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,27,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",210000.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,7,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,Retail and Consumer Services,240000.0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,13,"Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,United States of America,1,1,1,1,1,1,People manager,Financial Services,300000.0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,11,"Developer, mobile","10,000 or more employees",United States of America,0,0,0,0,1,1,Individual contributor,Financial Services,220000.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
25-34 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,0,12,Engineering manager,10 to 19 employees,United States of America,1,1,1,1,1,0,People manager,Financial Services,200000.0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0
55-64 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,31,"Developer, back-end","10,000 or more employees",United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",150000.0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,3,"Developer, full-stack",2 to 9 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",50000.0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,20,"Developer, back-end",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",151000.0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,9,"Developer, back-end","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,Financial Services,170000.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
18-24 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,4,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",96000.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
